ID,Work Item Type,Title,State,Description,Acceptance Criteria,Repro Steps,Resolution
"59651","Feature","DAD-LRS-FE: Lobbyist Workspace","New","Provides the functionality found in the lobbyist workspace that is unique to the lobbyist.",,,
"60241","Feature","DAD-LRS-FE: Ethics Training Module","Closed","<div>Miami Dade will need integration with the training module (and payment for said training) so users can watch a video and complete their statutory training requirements.&nbsp; </div>","<div><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">Lobbyist must complete training within 60 days of registration and then every 2 years after initial completion.&nbsp; </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">System needs to provide a link to the training resource </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">System should provide a link to pay for the training to the filer </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;""><strike style=""box-sizing:border-box;"">System should be able to keep track of who has completed training</strike> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">Jacob has completed this portion as work in the DB. <a href=""https://dev.azure.com/CivixGovDevOps/af468280-cb36-48d3-9de3-746ec605bb17/_workitems/edit/61763"" data-vss-mention=""version:1.0"">#61763</a>&nbsp; </li> </ul><li style=""box-sizing:border-box;"">Miami would like the system to automatically lockout folks who have not met the training requirements </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">Todo is created to let filer know they need to complete training </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">Address while lobbying (hide) from lobbyist details </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">Show training status and date of last training on lobbyist details screen.&nbsp; </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">Add link to training on the lobbyist details screen.&nbsp; </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </li><li style=""box-sizing:border-box;"">Training money and registration money need to remain separate from accounting perspective (per Susannah) </li> </ul><br> </div>",,
"60484","Feature","Login","Removed","<div>We will need logins for administrative users and for poll workers for checking in, scheduling, and pay roll. </div>",,,
"60485","Feature","Settings","Removed","<div>User settings and system settings. </div>",,,
"60486","Feature","Elections","Removed","<div>Ability to add elections to select and recruit poll workers for. </div>",,,
"60490","Feature","Dashboard","Removed","<div>The dashboard should have a list of Poll Workers and statistics to show: </div><div><ul><li>Email was processed </li><li>Email was open </li><li>Email was delivered </li><li>etc </li> </ul> </div>",,,
"60763","Feature","Ethics 2.0 - Temporary Solution Clean-Up","Removed","<div>To meet client deadlines, the team used quick fixes, with the intention of revisiting to apply team and application best practices. </div><div><br> </div><div><a href=""https://dev.azure.com/CivixGovDevOps/SG/_wiki/wikis/SG%20Domain%20Documentation/934/2023-NM-Go-Live-Technical-Debt"">https://dev.azure.com/CivixGovDevOps/SG/_wiki/wikis/SG%20Domain%20Documentation/934/2023-NM-Go-Live-Technical-Debt</a><br> </div><div><br> </div><div><br> </div>",,,
"61132","Feature","ME - CFIS - CR - LD 1590 - Change Request Details to add Original Source Reporting ()","New","<div><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;text-align:justify;"">LD 1590 - Change Request Details
to add Original Source Reporting </p><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;text-align:justify;"">&nbsp; </p><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;text-align:justify;"">Summary: </p><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-left:.5in;text-align:justify;"">If LD 1590
passes, the Commission would need to offer via it’s eFiling website a method
for PAC and party committee filers to add original source contributors to their
regularly scheduled campaign finance reports. The original source contributors
and their contributions <b><u>cannot</u></b> affect the cash balance of the
committees and are for display disclosure only. </p><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-left:.5in;text-align:justify;"">&nbsp; </p><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-top:0in;margin-right:0in;margin-bottom:6.0pt;margin-left:4.5pt;text-align:justify;"">Specific Requirements: </p><p style=""margin:0in 0in 0in 0.5in;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-top:0in;margin-right:0in;margin-bottom:6.0pt;margin-left:40.5pt;text-align:justify;text-indent:-.25in;""><span style=""""><span style="""">1.<span style=""font:7.0pt &quot;Times New Roman&quot;;"">&nbsp;&nbsp;&nbsp;&nbsp;
</span></span></span>New Schedule on CFRs </p><p style=""margin:0in 0in 0in 0.5in;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-top:0in;margin-right:0in;margin-bottom:6.0pt;margin-left:40.5pt;text-align:justify;"">&nbsp; </p><ul style=""margin-bottom:0in;""><ol style=""margin-bottom:0in;""><li>If an Original Source contribution has been entered,
CFRs must include a new filing schedule, Schedule A-2, to display the Original
Source contribution<br><br>&nbsp; </li> </ol> </ul><p style=""margin:0in 0in 0in 0.5in;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-top:0in;margin-right:0in;margin-bottom:6.0pt;margin-left:40.5pt;text-align:justify;text-indent:-.25in;""><span style=""""><span style="""">2.<span style=""font:7.0pt &quot;Times New Roman&quot;;"">&nbsp;&nbsp;&nbsp;&nbsp;
</span></span></span>New Contribution sub-category &amp;
functionality<br><br>&nbsp; </p><ul style=""margin-bottom:0in;""><ol style=""margin-bottom:0in;""><li>When a committee is entering a new Contribution,
from the Contribution Type menu, there will be an option to select ‘Original
Source’<br><br>&nbsp; </li><ol style=""margin-bottom:0in;""><li>When
Contribution Type: Original Source is selected, the fields for Amount, Date,
and Description will continue to get pushed down until appropriately placed
under an Original Contributor entry<br><br>&nbsp; </li><li>When
Contribution Type: Original Source is selected, the Funding Source menu will
have ‘Contributors donating more than $10,000’ as the only option<br><br>&nbsp; </li><ol style=""margin-bottom:0in;""><li>When Funding Source Contributors Donating More
than $10,000 is selected, a new field titled ‘Applicable Contributors’ appears,
and when clicked, displays a menu listing all contributors whose contributions
aggregate to more than $10,000 in an election cycle<br><br>&nbsp; </li><ol style=""margin-bottom:0in;""><li>When an Applicable Contributor is selected, a field
titled ‘Original Contributor Type’ appears, and when clicked, displays a menu
listing: Individual, Commercial Source, Political Party Committee, Political
Action Committee, Ballot Question Committee, and Nonprofit Organization<br><br>&nbsp; </li><ol style=""margin-bottom:0in;""><li>Like
in current functionality, the site allows selection from currently registered
Political Party Committees, Political Action Committees, and Ballot Question
Committees if one of those Original Contributor Types is chosen<br><br>&nbsp; </li><li>Like in current functionality, the site either
matches entry with pre-entered Contributors, respective to type (e.g.,
Individual or Commercial Source), or offers ‘+ Add a New Contributor’ with all
currently offered fields depending on type (e.g., has fields for Occupation and
Employer for Individuals)<br><br>&nbsp; </li><li>Once
an Original Contributor is entered or selected, the Original Contribution
fields of Amount and Date should follow underneath<br><br>&nbsp; </li><li>Once
all required information is entered (i.e., Contribution Type: Original Source,
Funding Source: Contributors donating more than $10,000, Applicable Contributor
is chosen, Original Contributor Type is chosen, Original Contributor
information [name, address, occupation and employer information for
Individuals], and Original Contribution information [date and amount], an
option below appears to ‘Add another Original Contributor’, and the process can
be repeated, to add multiple Original Contributors under one Applicable Contributor<br><br>&nbsp; </li> </ol> </ol> </ol> </ol> </ol> </ul><p style=""margin:0in 0in 0in 0.5in;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-top:0in;margin-right:0in;margin-bottom:6.0pt;margin-left:40.5pt;text-align:justify;text-indent:-.25in;""><span style=""""><span style="""">3.<span style=""font:7.0pt &quot;Times New Roman&quot;;"">&nbsp;&nbsp;&nbsp;&nbsp;
</span></span></span>New warning and possible new Limit functionality
<br><br>&nbsp; </p><ul style=""margin-bottom:0in;""><ol style=""margin-bottom:0in;""><li>Whenever a contribution is entered under a
contributor that makes the aggregate contributed amount more than $10,000 for
that contributor, the system will generate a warning telling the filer an Original
Source Contribution must be entered for that contributor<br><br>&nbsp; </li><li>This should be similar to the current system
settings and functionality regarding Limits and over-the-limit contribution
warnings, and this new warning could possibly be piggybacked onto Limits<br><br>&nbsp; </li> </ol> </ul><p style=""margin:0in 0in 0in 0.5in;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-top:0in;margin-right:0in;margin-bottom:6.0pt;margin-left:40.5pt;text-align:justify;text-indent:-.25in;""><span style=""""><span style="""">4.<span style=""font:7.0pt &quot;Times New Roman&quot;;"">&nbsp;&nbsp;&nbsp;&nbsp;
</span></span></span>Business rules for new functionality<br><br>&nbsp; </p><ul style=""margin-bottom:0in;""><ol style=""margin-bottom:0in;""><li>Original Contribution amounts do <b>not</b> have
to equal the aggregate contributed amount from the Applicable Contributor <br><br>&nbsp; </li><li>Original Source transactions must be able to be
deleted, amended, and edited like any other transaction<br><br>&nbsp; </li><li>Original Source and Original Contribution amounts
do <b>not<i> </i></b>influence the cash balance of the committee<br><br>&nbsp; </li><ol style=""margin-bottom:0in;""><li>Essentially,
they should be treated very similarly to In-Kind Contributions<br><br>&nbsp; </li> </ol><li>For reporting purposes, the date assigned to the
Original Source transaction is the date of the contribution that exceeded
$10,000 in aggregate for the Applicable Contributor<br><br>&nbsp; </li><li>Once reported, Original Source transactions and
Schedule A-2 appear on all subsequently filed reports for the election cycle </li> </ol> </ul><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-left:.5in;text-align:justify;"">&nbsp; </p><p style=""margin:0in 0in 8pt;line-height:107%;font-size:12pt;font-family:Arial, sans-serif;margin-left:.5in;text-align:justify;"">&nbsp; </p><br> </div>",,,
"65879","Feature","Ethics - System Configurations mapped to application functionality","Active","<div style=""box-sizing:border-box;""><b>As</b><b>&nbsp;a</b><span>&nbsp;Ethics Stake Holder</span><br> </div><div style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">I want</b><span style=""box-sizing:border-box;"">&nbsp;System Configurations mapped to application&nbsp;<span style=""display:inline !important;"">functionality.</span> &nbsp;</span> </div><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">So that</b><span style=""box-sizing:border-box;"">&nbsp;new environment configuration can be better understood, and altered.&nbsp;</span><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><b><br></b> </div><div style=""box-sizing:border-box;""><b>Notes:</b> </div><div style=""box-sizing:border-box;""><a href=""https://dev.azure.com/CivixGovDevOps/SG/_wiki/wikis/SG%20Domain%20Documentation/660/System-Configuration-Documentation"">https://dev.azure.com/CivixGovDevOps/SG/_wiki/wikis/SG%20Domain%20Documentation/660/System-Configuration-Documentation</a><br> </div><div style=""box-sizing:border-box;""><br> </div>","<div><ul><li>Feature flags mapped to application functionality </li><ul><li><span><span dir=ltr>Environment Variables, Feature Lookup, Feature Configuration</span></span><br> </li><li>Data added to Application Mapping column where usage is catalogued </li><ul><li><div style=""box-sizing:border-box;text-align:start;""><a href=""https://dev.azure.com/CivixGovDevOps/SG/_wiki/wikis/SG%20Domain%20Documentation/660/Feature-Flag-Documentation"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">https://dev.azure.com/CivixGovDevOps/SG/_wiki/wikis/SG%20Domain%20Documentation/660/Feature-Flag-Documentation</a> </div> </li> </ul> </ul> </ul> </div>",,
"65917","Feature","Previously Identified Tech Dept Items","New","<div>This Feature contains items Identified as Tech Dept, prior to 2.0 Implementation.&nbsp; &nbsp;Being retained for research purposes.<br> </div><div><br> </div><div><br> </div>",,,
"66104","Feature","Ethics - CFIS - Register Candidate - File Report ADA Compliance","New","<div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/lYmFtD8OZ0dJrEtXWg0Skg-jr?test_type=browser&amp;filters=a11yViolation"">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/lYmFtD8OZ0dJrEtXWg0Skg-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div>",,,
"66106","Feature","Ethics - CFIS - Admin Home Page ADA Compliance","New","<div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/nf2PxRkoyvjzBkYfpn4jhA-jr?test_type=browser&amp;filters=a11yViolation"">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/nf2PxRkoyvjzBkYfpn4jhA-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div><div> </div>",,,
"66107","Feature","Ethics - CFIS - Public Explore ADA Compliance","Active","<div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/oIaaqU89qiNBvt4zf4P6NA-jr?test_type=browser&amp;filters=a11yViolation"">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/oIaaqU89qiNBvt4zf4P6NA-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div>",,,
"66109","Feature","Ethics: Accessibility Settings or Preferences","New","<div>Create a dedicated section where users can customize accessibility settings. </div>","<div><b>Functionality</b><br><ul><li>Allow users to adjust font size, contrast, and color </li><li>Provide options for keyboard shortcuts, focus management, and skip-to-content links </li><li>Enable user to toggle animations, auto-play videos, and flashing elements </li> </ul> </div>",,
"66212","Feature","Ethics - LRS - AU Public Explore ADA Compliance","New","<div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/Uji9E5Ajhtp5wURW9z5big-jr?test_type=browser&amp;filters=a11yViolation"">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/Uji9E5Ajhtp5wURW9z5big-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div>",,,
"66258","Feature","Ethics - FDS - Admin Home Page ADA Compliance","New","<div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/wcvV7VP0gSadZRjK230tzA-jr?test_type=browser&amp;filters=a11yViolation"">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/wcvV7VP0gSadZRjK230tzA-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div>",,,
"66461","Feature","Ethics - FDS - Public Registration ADA Compliance","New","<div><br> </div><div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/tbt1ZpP04HrKnXFP8BOBAw-jr?test_type=browser&amp;filters=a11yViolation"">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/tbt1ZpP04HrKnXFP8BOBAw-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div>",,,
"66462","Feature","Ethics - FDS - Register Candidate File Report - ADA Compliance","New","<div><a href=""https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/aVlXlJzZBxUHtNiL0LMLWQ-jr?test_type=browser&amp;filters=a11yViolation"" style="""">https://app.mabl.com/workspaces/jHShebXVtBWhqEUPIvd2hA-w/output/test-runs/aVlXlJzZBxUHtNiL0LMLWQ-jr?test_type=browser&amp;filters=a11yViolation</a><br> </div>",,,
"66531","Feature","OnRamp - Screen - EMS - VM - Voter - Voter Search","Closed","<div><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><b><span style=""font-size:24.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">Search Registered Voters</span></b> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><b><span style=""font-size:13.5pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">User
Story</span></b> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><b><span style=""font-size:9.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">As a</span></b><span style=""font-size:9.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">&nbsp;county
election official,&nbsp;<b>I want to</b>&nbsp;search for registered voters in
the statewide database and manage their registration details,&nbsp;<b>so that</b>&nbsp;I
can ensure accurate voter records and handle various voter-related tasks
efficiently.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><br> </p> </div>","<p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:rgb(251, 251, 251);""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Acceptance Criteria</span></b> </p><ol style=""box-sizing:border-box;padding-left:40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Search Scope:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Users can specify whether to search within their county or the entire state.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">County search can use any combination of Last Name, First Name, Date of Birth, SSN, Voter ID number, and State ID number.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">State search requires Last Name and at least one other field (excluding First Name, Street Name and Street Number).</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Search Fields:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Last Name</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">First Name</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Former Name</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Date of Birth</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">SSN</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Voter ID number</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">State ID number</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Street Number&nbsp;(Only available for County Search)</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Street Name (Only available for County Search)</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Search Results Grid:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Display a grid with the following columns in this order:</span> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Voter ID</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Last Name</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">First Name</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Middle Name</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Suffix</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Status</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Status Reason</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Date of Birth</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Residential Address</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">County Precinct</span> </li> </ul> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Grid Functionality:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Clicking a column title sorts the results by that column in ascending order.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Clicking the column title again sorts the results in descending order.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Action Buttons:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">For each returned voter in the grid, provide action buttons for:</span> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Update</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">View</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Add Ballot</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Add Petition Signature</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Add Poll Worker</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Participation History</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Correspondence History</span> </li> </ul><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Each action button takes the user to the corresponding page for the selected voter.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Clear Search Fields:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Provide an option to clear all search fields.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">New Voter Registration:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Users must perform a state search before adding a new voter registration.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">After completing a state search, enable the &quot;New Voter Registration&quot; button.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Data entered in the search fields should carry over to the New Registration page.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Prefilled Data for Updates:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">When updating a voter from the action grid, prefill the voter registration page with the voter's current data.</span> </li> </ul> </ol><br><br>",,
